Index,Name,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score
7102,Philipz,35823.96,2937.33,6,8,22,5,38.375,17.5,7.35,8,0,3029.92,34.5776637,113.5,112.4357847,43.4493879,305.8821583,Poor
7103,Philj,44248.14,3654.345,9,7,31,6,37.875,17,1.465,7.125,0,1857.47,33.02450416,134.5,210.7338297,72.5613938,287.2672948,Poor
7104,Phill,30003.74,2482.311667,5,5,16.5,4.5,19.5,8.75,18.32,4.5,1,1986.93,33.69108191,184.5,67.51679059,24.80022876,302.4362636,Good
7105,Philm,8446.24,924.6033439,8,5,16,3,23,18.25,4.085,10.25,0,1425.23,34.24223356,227.5,57.12670289,12.6543833,281.2335651,Poor
7106,Philo,39994.31,3463.859167,5,3,7,0,3.5,4.375,4.25,4.5,2,651.27,34.8662892,313.5,0,75.03466383,433.947382,Good
7107,Philr,10299.565,712.2970833,5,9,28,2,23.25,16.75,9,8,1,1710.58,30.57654356,178.5,8.72497059,26.64068831,303.9852607,Poor
7108,Philt,64923.04,5513.253333,8,3,5,3,8,15.125,8.7,6,1,370.4,29.78929757,370.5,156.6040855,79.09610978,392.9992067,Standard
7109,Philu,16862.715,1603.22625,8,6,10,2,22.375,19.125,18.005,3.125,1,574.86,31.36611626,312.5,14.74034407,45.69395821,312.3834888,Standard
7110,Philv,67942.9,5857.908333,5,3,19,6,12.125,17.625,11.605,5,1,1012.18,33.24023845,170.5,236.5161818,74.87059232,307.5294698,Standard
7111,Philz,78815.56,6738.463333,3.5,5.5,8,1.5,15.75,8.5,3.4625,2.25,2,906.93,31.83797771,258.5,98.49547283,81.6975802,595.5806325,Good
7112,Picyy,9299.05,1033.920833,9,6,20,2,52.625,22.75,7.81,13,0,2298.76,31.75245252,136.5,14.65126123,18.24095712,304.5900562,Poor
7113,Piersona,37807.28,2933.606667,1,2,4,2,5,5.75,3.925,2,2,108.85,28.32248552,244.5,62.47570432,34.04451692,355.389616,Good
7114,Piersonb,29840.22,2636.685,8,9,29,7,17.75,24.375,27.19,10,0,2716.57,32.15864746,28.5,114.6680098,49.18289636,265.9193961,Poor
7115,Piersond,24693.09,2256.7575,4,5,5,3,11.25,13.25,8.84,0,1,251.4,30.48622341,374.5,46.78463899,18.45417653,315.2879544,Standard
7116,Piersonf,56270.46,4836.205,6,3,16,2,9.625,18.625,15.45,8.125,1,1570.56,32.86042831,151.5,79.63089871,67.05982268,478.0416074,Standard
7117,Piersong,28589.0925,2237.924375,6,5.5,8.5,2.5,19.3125,6,10.2225,2.25,2,806.5,32.69511363,221.5625,29.71233144,30.16774885,351.6969177,Poor
7118,Piersonk,34589.72,2982.476667,6,9,25,5,23.625,17.25,3.375,8,0,3783.35,35.27340849,68.5,111.6890443,46.50008706,278.7797304,Poor
7119,Piersonm,16108.23,1333.3525,8.5,7.5,25,4.5,34.625,19.875,7.6025,10.0625,0,1914.595,29.86930898,105.5,36.45001904,25.71404661,280.1008612,Poor
7120,Piersono,33395.89,2902.990833,3,3,8,0,17.625,0.375,11.21,4.75,2,675.86,33.08256745,338.5,0,32.99901805,437.0887898,Poor
7121,Piersonq,50302.04,4431.836667,7,5.5,22,5,43.8125,17.125,19.975,7,0,1801.05,29.98194522,144,125.387472,55.21800636,390.598401,Standard
7122,Piersonr,57107.44,4629.953333,8,7,9,4,11.625,12.625,17.545,8.5,1,2112.32,32.23574977,102.5,175.4294223,76.26772003,412.4427321,Poor
7123,Piersonz,89531.13,7216.9275,3,4,10,3,11,12,2.79,4,1,931.94,37.08458319,385.5,223.2765485,62.75056199,525.455241,Standard
7124,Pineauf,7200.035,540.0029167,8,8,18,3,59.125,15.375,7.01,10.5,1,2442.56,28.45189413,169.5,13.72301936,20.54456503,281.2725849,Poor
7125,Pineaun,59908.68,5185.39,3,5,33,5,23.375,12.375,9.07,15.125,1,2561.65,34.50509887,174.5,201.2086508,83.09129193,382.7800657,Poor
7126,Pinskerp,51410.98,4012.248333,4,7,16,0,8,11.75,1.49,4.25,1,743.41,31.6502429,322.5,0,36.90429924,509.5105893,Standard
7127,Pitasa,84659.22,6757.935,8,5,6,1,27,13.25,10.05,4,1,704.53,33.3083013,215.5,67.03772849,121.7838029,560.3378133,Standard
7128,Pj,137625.04,11731.75333,4,4,6,0,14,11.5,10.24,5.875,2,670.43,35.22264839,246.5,0,218.0094456,837.3547628,Good
7129,Plumbf,35094.85,2968.570833,0,3,6,2,2.5,0.875,9.535,1,2,968.42,32.51851354,313.5,37.44772466,46.65806416,386.6641002,Good
7130,Plumbl,44849.79,3736.4825,10,7,17,5,36.375,23.875,7.07,7,0,2383.91,32.06102919,190.5,164.7087422,42.88052428,243.0320259,Poor
7131,Plumee,67951.65,5961.6375,8,3,14,2,8.875,7.75,11.06,2.5,1,1022.67,32.56342823,317.5,68.4042151,179.8447076,437.8480608,Standard
7132,Plumeq,35518.98,3068.915,8,6,9,3,11.25,16,15.52,8.125,1,1270.18,33.86666256,133.5,84.75534306,63.42171419,336.0772017,Good
7133,Podkulb,30348.01,2572.000833,1,6,12,3,6.5,3.75,2.62,0,2,645.25,33.20242859,233.5,67.81742449,59.36763035,295.8650515,Good
7134,Podkuln,49570.5,4335.875,6,8,24,4,18.625,21.125,4.485,6.25,0,1697.98,32.58677044,134.5,130.6349191,28.61535705,411.6875098,Poor
7135,Podkuly,20830.8,1867.9,8,3,19,1,16.375,16,11.67,1.625,1,449.39,30.20774567,366.5,12.3899666,25.55641468,347.269696,Standard
7136,Polansekd,38392.96,3031.413333,8,10,26,2,40.5,20.125,7.255,10,0,1305.12,31.62228614,188.5,46.91827939,39.29455658,328.2667909,Poor
7137,Polansekh,72159.9,6048.325,4,6,11,1,24.75,15.875,9.88,5.25,1,1443.02,32.19723509,196.5,33.977334,62.4354592,597.1079372,Standard
7138,Polansekj,17438.8,1237.233333,7.625,10.625,16,5,20.25,15.375,14.555,9,0,2635.91,29.77427351,113.5,44.2353255,17.03705039,259.6851879,Poor
7139,Polansekl,42956.58,3665.715,5,3,2,0,12.875,8.375,1.16,2.5,2,541.7,33.37336954,265.5,0,30.20960737,535.7714975,Good
7140,Polanseks,18302.33,1483.194167,8,10,31,5,61.5,17.875,4.38,10.125,0,3502.43,32.72702544,52.5,41.79581408,25.41659985,303.7100538,Poor
7141,Polanseku,61358.66,4859.221667,4,3,7,1,4,15.875,2.75,4,2,1025.81,34.78760568,232.5,32.86621769,33.18973444,492.4230095,Good
7142,Polansekx,7252.065,530.33875,7,5,24,3,23.125,24.875,9.19,7,0,1345.66,29.54917827,211.5,16.28273334,0,281.047055,Poor
7143,Polansekz,141789.84,11656.82,6,6,19,1,17.375,14.875,6.645,1,1,1194.16,33.62261913,384.5,85.74180593,115.4120125,607.8921382,Standard
7144,Polina Devittv,29280.44,2292.79654,2,5,3,0,28,3,13.055,4.25,2,93.91,32.14508859,251.625,165.2401266,31.02875326,402.2303698,Poor
7145,Polinaa,42241.19,3231.099167,0,5,11,0,4.375,11.375,3.24,8.375,2,190.04,31.94562994,306.5,0,39.24223177,424.519334,Good
7146,Polinap,126091.71,10406.6425,1,5,6,0,0,5,5.255,2,2,1456.29,36.56552529,228.5,0,112.1042128,994.0016108,Good
7147,Polityukb,91561.26,7708.105,4,5,7,0,23.5,18.75,13.6,6.25,1,130.3,34.97975555,365.5,0,118.6532195,713.9023672,Standard
7148,Pollardi,21903.85,1940.320833,3,5,5,1,25.75,17.125,12.71,1,1,1426.3,36.36335158,348.5,13.2736255,25.98863398,345.110828,Standard
7149,Pollardu,88481.16,7082.43,3,4,18,0,19,10,13.29,4,1,1343.5,32.98012317,322.5,0,72.05190488,650.8261939,Standard
7150,Pomeroyi,148699.32,12432.61,3,4,5,3,13.625,5.5,9.325,1,2,949.38,35.55459778,370.5,364.9151774,237.9183809,710.3583744,Good
7151,Pomeroyn,93345.76,7751.813333,5,7,16,4,7.25,12,7.92,5.5,1,1203.25,31.5664052,191.5,220.0988705,97.96563201,415.0508481,Standard
7152,Pomfreta,15974.84,1195.508838,8,6,23,9,27.875,22.75,7.285,12,0,2234.61,32.04322413,212.625,144.4190898,29.00307333,222.6182361,Poor
7153,Pomfrets,25757.56,2205.463333,6.375,5.375,14,2,19.625,15.75,8.145,4,1,912.72,30.55015471,192.5,41.70585148,37.90122583,346.4410568,Poor
7154,Ponthush,14616.91,1206.075833,8,6,27,8,50.125,23.875,5.81,8,0,2684.22,32.21880008,164.5,86.23562289,31.32749379,229.7810616,Poor
7155,Poornima Guptaa,17281.17,1364.0975,9.5,8.5,20.5,8.5,18.625,16.875,24.4375,10.8125,0,3494.07,29.56643104,85.5,118.2763864,24.22212533,206.9802726,Standard
7156,Poornima Guptab,70277.22,5633.435,3,6,7,3,4.375,11.5,10.175,5.5,2,762.48,34.25080952,242.5,149.9341064,67.91476625,467.2523418,Good
7157,Poornima Guptaf,86780.3,7275.191667,7,8,12,7.5,35.5625,15.0625,23.5125,6,0,2172.93,31.19190304,121,408.6937376,76.75062943,325.5701981,Standard
7158,Poornima Guptag,14982.63,1003.5525,10,8,20,5,28.125,19.125,16.285,7,1,2291.45,29.70112454,169.5,40.62533007,12.49573557,258.673528,Poor
7159,Poornima Guptah,15328.665,986.38875,5,7,1,0,1,11.5,6.6,1.125,2,1414.44,30.74598412,276.5,0,25.51468488,317.2019793,Good
7160,Poornima Guptai,24879.4075,2190.947373,5,7,15.5,4.5,19.0625,14.3125,7.3925,5.5625,1,1017.485,32.63325649,217,134.4683792,37.39205579,359.5165098,Standard
7161,Poornima Guptaj,41193.19,3505.765833,3.666666667,4.666666667,12,3,15.875,12.70833333,8.903333333,3.25,2,382.8,33.0312599,280.5,75.56395347,46.77799866,391.0179029,Standard
7162,Poornima Guptak,134504.68,11187.72333,0,2,8,1,6.125,6.375,3.21,4.875,2,1193.54,33.24945824,390.625,72.81102835,134.6235692,732.8820725,Good
7163,Poornima Guptao,33208.95,3034.4125,7,6,17,5,24.375,12.125,18.105,5.875,1,559.23,35.80150708,163.5,98.05708993,32.69640194,368.3978596,Standard
7164,Poornima Guptap,9691.165,689.5970833,8,6,28,6,46.625,11.375,9.47,9.5,1,1653.14,31.7673698,234.5,38.46153447,11.30643404,266.6444611,Poor
7165,Poornima Guptaq,83552.12,6780.676667,7,7,28,3,47.25,9.625,10.82,13,1,1365.36,33.4197749,97.5,161.4836907,49.67324404,507.517595,Poor
7166,Poornima Guptar,13448.98,1032.248333,4,6,13,2.5,19.25,12.9375,13.81,9,1,1277.6,30.1804781,270.5,26.33417084,27.66436909,288.8333369,Standard
7167,Poornima Guptau,57742.86,4699.905,10,5,31,7,48.75,23.25,2.61,10,0,1758.91,31.09064047,148.5,291.6415272,87.18848491,217.0908823,Poor
7168,Poornima Guptav,50006.34125,4276.445104,3.5,2,5.5,2,8.875,8.71875,5.41875,3,2,670.1025,31.53610283,334.5,100.7621159,49.44753358,389.2116216,Good
7169,Poornima Guptax,43853.735,3453.977917,9,5,32.5,7,23.6875,18.1875,13.655,11.75,0,3447.915,33.5396401,187,187.6505623,54.96147959,250.7929576,Poor
7170,Poornima Guptay,156470,12849.16667,1,3,8,3,6,6.125,2.955,3,2,1382.45,33.97309764,395.5,261.8310155,147.396093,644.1924659,Good
7171,Poornima Guptaz,42277.16833,3679.097361,7.333333333,6,19.33333333,7.666666667,34.54166667,17.33333333,7.121666667,10.875,0,2983.56,32.44293365,90.95833333,206.3913584,44.64494664,281.4052802,Poor
7172,Poornimab,163904.56,13468.71333,3,5,2,0,4.5,3,9.505,1,2,29.82,40.65623127,193.5,0,149.4376544,829.6874279,Good
7173,Poornimac,39420.54,3389.045,6,8,33,7,24.75,19.375,12.365,9.875,1,1962.59,31.65956148,239.5,185.6925413,43.11308727,180.9991221,Poor
7174,Poornimad,34963.82,3195.651667,6,5,10,4,25.125,13.875,9.56,1.875,1,879.49,28.67515345,277.5,108.7960829,40.24911956,260.2968112,Standard
7175,Poornimae,83601.84,7235.82,9,5,29,7,59.5,19.25,17.12,10.5,0,4290.72,33.17403899,71.5,439.0918486,60.9394819,320.5399695,Standard
7176,Poornimaf,25546.26,2415.855,8,7,14,5,15.875,12.125,8.205,5,1,758.44,32.59825679,221.5,101.3286374,19.35620844,259.9811728,Standard
7177,Poornimag,134951.25,10487.58376,1,4,5,4,12.25,5.125,1.96,4.625,2,496.32,32.47553277,352.5,895.1893443,102.0098781,496.993553,Good
7178,Poornimah,16285.005,1496.4457,7,7,19,0,16.5,16.125,18.52,5,1,1329.59,34.30528483,206.5,52.63805019,19.23815417,357.1059275,Standard
7179,Poornimai,19267.27,1374.605833,10,8,25,6,33.125,18.25,20.575,8.25,0,3777.55,30.22853632,126.5,78.95482526,14.8400358,252.7854341,Poor
7180,Poornimaj,62329.845,5205.65375,7.5,8.5,18.5,6.5,45.9375,14,6.7475,7.5,0,1950.84,30.57260634,155,239.2700026,82.15635069,393.7454333,Poor
7181,Poornimak,16517.795,1467.482917,5,6,11,0,26.375,11.375,11.42,6.125,1,87.91,31.36144931,282.5,0,28.21757324,322.9102502,Standard
7182,Poornimam,32420.82,2605.735,3,4,14,4,4.75,16.375,6.18,3,1,873.63,31.48426876,260.5,105.1309762,22.77060313,302.459081,Standard
7183,Poornimao,47765.33,3926.444167,5.5,6,15.5,3,26.9375,11.6875,9.71,5.125,1,2805.075,33.72605896,203.0625,85.88750283,56.90412608,408.1488056,Standard
7184,Poornimap,17758.44,1403.87,8,3,13,1,15,10.375,16.515,4,1,908.52,32.67504364,276.5,11.66697227,35.1879031,305.5210811,Standard
7185,Poornimar,30827.58,2666.702394,5,4,6,0,21.875,15.875,0.65,4,2,778.02,33.40102108,317.5,144.2626058,34.45501875,411.9520517,Good
7186,Poornimat,28022.9,2098.241667,5,7,5,1,5.25,12.625,11.04,7.75,1,385.54,32.81261752,244.5,11.74467148,24.30579368,345.6750049,Standard
7187,Poornimav,43849.26,3757.105,3,1,1,2,8.25,8.875,2.845,3.5,2,506.71,35.58794797,341.5,65.00920084,51.37169666,346.509622,Good
7188,Poornimax,90232.37,7677.364167,5,3.5,14.5,2.5,5.3125,10.6875,13.2525,3.5,2,759.2,33.40133318,143.0625,149.7864421,54.61408205,576.0891068,Standard
7189,Poornimaz,35730.44,2934.536667,5,6,3,4,11,15.875,1.775,4,2,1185.95,30.73698422,260.5,74.46925594,21.36217453,347.1007371,Good
7190,Popovap,16497.78,1291.815,8,6,22,2,51.5,16.5,1.64,7.5,0,2532.71,32.95427763,199.5,16.48682869,14.60088737,298.6624902,Poor
7191,Poppery,52972.5,4600.375,7,5,32,3,46.5,24,7.2,11.5,0,2196.59,31.78592206,106.5,112.6957682,77.11053037,367.274443,Poor
7192,Potterg,31672.76,2854.396667,5,4,10,2,17.375,17.75,9.495,5.25,1,1151.35,31.90615048,206.5,33.47799631,44.05194235,334.9149964,Standard
7193,Prakash Chakravartif,12255.61,868.3008333,8,6,19,2,19,19.5,8.23,4.625,1,494.31,30.68883382,228.5,11.63732296,20.26245148,295.4476302,Standard
7194,Prakash Chakravartih,50291.22,3999.935,7,9,22,4,59.75,15.5,19.435,9,0,1696.44,32.35849609,109.5,139.6537516,65.52485658,398.1951928,Poor
7195,Prakash Chakravartik,53075.22,4259.660383,7,8,20,7,42.125,24.375,16.98,9,0,3605.94,29.34591434,169.5,262.727716,58.20343438,246.3218843,Standard
7196,Prakashy,74733.44,5669.549074,9,6,19,5,16.625,19.75,23.23,11.25,0,4685.34,35.03217308,35.5,459.777365,63.52561124,428.3632758,Standard
7197,Prasadc,88902.925,7460.077082,5.5,4.5,11,3.5,27.4375,16,5.93,1.5625,2,475.305,32.67967533,311.5,133.3757878,81.57053142,622.2979469,Poor
7198,Prasadn,111755.6,9488.966667,3,7,14,2,17.5,10.125,13.04,0,1,407.8,34.33563368,252.5,126.7042403,116.8621511,626.1201703,Standard
7199,Prasadv,177330.24,14601.52,2,5,8,3,12.75,7.125,10.98,3.75,2,529.85,34.10243801,349.5,435.3482727,197.6937718,737.5721317,Good
7200,Prashantj,45765.12,3677.76,5,7,6,3,25,8.75,15.44,4.25,1,1133.03,31.07972613,148.5,80.96909368,50.14942719,395.9080924,Standard
7201,Prashantr,34566,2636.5,1,5,2,3,28.25,11.25,8.635,4,2,1148.57,30.25590506,385.5,50.8127431,22.07922627,345.0414706,Poor
7202,Praveen Menoni,22443.96,2114.33,4,6,17,5,6.875,19.375,16.9,4,1,429.65,30.96599987,84.5,51.24705748,57.95901055,299.9416514,Poor
7203,Praveen Menonq,105645.6,9090.8,4.375,3.375,5,4,27.875,18.625,2.41,2.125,1,1336.91,32.79951318,252.5,315.4061006,91.01856748,552.9150274,Standard
7204,Praveen Menonr,106529.8,8906.483333,4,3,16,0,6.75,17.375,10.655,4,1,1488.37,38.24252644,295.625,0,127.023109,891.397554,Standard
7205,Praveen Menont,68332.08,5547.762318,6,5,34,7,27.375,8,20.04,9,1,1462.7,36.88480361,196.5,277.0222594,59.90873534,395.6147131,Poor
7206,Praveen Menonw,18514.195,1713.849583,0,4,8,2,3.875,2.375,4.98,2.875,2,62.75,33.1001847,398.625,20.05047356,12.73500572,322.0232353,Standard
7207,Praveen Menonx,21697.64,2088.136667,3,7,8,2,5.125,13.25,10.65,4,1,431.39,29.64383981,229.5,36.14252866,39.9684956,323.3741055,Good
7208,Praveen Menony,29880.29,2239.024167,4,6,14,0,16.375,15.875,8.015,1.25,1,1262.95,30.24653191,370.5,0,42.74919432,373.0619958,Standard
7209,Praveenf,97377.87,8135.8225,4,3,7,1,10.75,1.125,4.9,2.75,2,1223.22,33.15275704,284.5,70.90187325,104.4279474,651.4777558,Good
7210,Praveeng,130076.8,10613.73333,4,3,10,3,19.5,14,10.305,0,1,6.49,30.4749468,346.5,302.0151709,181.1336392,366.367512,Poor
7211,Praveenj,81793.56,6769.13,6,7,19,3,10.125,17.125,4.095,3.25,1,1208.29,32.59513329,355.5,124.4591163,61.35836561,408.394913,Standard
7212,Praveenk,140276.8,11738.73333,5,3,5,4,9.625,18.375,7.845,2,1,817.22,36.75706456,397.625,383.2384505,122.0956585,575.4984234,Standard
7213,Praveenn,19797.895,1816.824583,4,4,6,1,5.625,4.25,9.405,1.5,2,607.67,30.01766088,187.5,13.04719432,35.29062103,326.238727,Poor
7214,Praveenp,16472.09,1563.674167,4,3,6,0,12.5,7.625,7.65,7.125,2,727.41,28.68618532,388.5,0,10.56425077,315.3135678,Good
7215,Praveenq,12989.2525,1001.937708,7.5,8,26,4,26.75,16.625,9.3125,7,1,1776.265,32.04105515,100.5,33.44699064,39.50261426,269.4997196,Poor
7216,Praveenx,15785.04,1369.42,8,10,18,2,33,15.5,4.815,10.75,0,1466.43,29.02190424,91.5,17.37924048,49.82856753,303.2867243,Poor
7217,Praveeny,69445.68,5937.14,7,7,1,0,22.625,19.5,1.47,3,2,872.64,32.9337113,356.625,0,45.9506774,539.0643667,Good
7218,Prenticeu,82135.84,6699.653333,10,10,29,6,49.75,22.5,21.515,11,0,4606.81,33.9166502,50.5,214.8366986,55.77330444,444.1616121,Standard
7219,Pressmana,34742.74,2881.228333,6,4,19,3,21.75,14.625,15.94,7.75,1,2503.43,33.28982025,120.5,59.09737529,53.86098269,302.4649866,Poor
7220,Preziosoo,38840.66,3442.721667,8,5,30,4,61,22.625,3.92,10,0,2529.34,31.72590405,202.5,125.9916497,43.95405457,271.1527361,Poor
7221,Preziosoq,9700.81,870.4008333,9,7,21,3,22.375,22.25,8.695,12.5,0,2542.15,31.22599808,155.5,21.75751984,0,280.410195,Poor
7222,Prodhand,36640.7,3057.391667,3,5,2,4,6,3,10.15,1.625,2,155.86,30.30561149,360.5,106.1746689,113.3652994,306.9006741,Good
7223,Prodhane,43287.28,3839.273333,7,6,13,4,26.5,10.625,13.525,2.5,1,1393.19,32.08207653,366.5,111.3621465,33.13113047,394.8444599,Standard
7224,Prodhanf,89384.91,7658.7425,1,3,10,3,13.625,6.25,10.29,3,2,1041.11,30.9670378,367.5,118.5349504,52.51616945,662.8460873,Good
7225,Prodhang,33445.01,2663.084167,6,4,9,0,7.375,12,4.57,1,2,1150.39,32.1570725,388.5,0,20.99156353,435.6576344,Good
7226,Prodhani,124052.22,10290.685,2,6,2,3,23,1.375,11.56,3.5,2,330.83,31.51252831,263.5,179.0755493,72.2088717,691.6761248,Poor
7227,Prodhann,17889.405,1244.78375,1,1,4,4,4,4.875,0.93,6,2,1035.28,32.75950514,331.5,57.33850242,0,276.8162697,Good
7228,Prodhanv,18070.01,1469.834167,9,7,34,3,40.5,24.875,9.515,8,0,2493.97,30.69269184,110.5,43.4806842,55.1808677,293.5249498,Poor
7229,Prodhanx,154868.24,13051.68667,2,5,10,0,14.625,3.375,4.285,4.5,2,242.75,35.04719873,355.5,0,176.1635422,466.6334394,Poor
7230,Protardc,9095.29,853.9408333,7,5,16,6,12.125,19.375,11.955,6.5,1,2016.31,30.03871408,184.5,42.47212402,29.23085999,259.4384163,Poor
7231,Protarde,86262.2,7188.516667,0,7,5,2,22.375,2.25,10.84,2,2,671.65,38.03045138,257.5,127.025986,47.83841829,599.2164157,Poor
7232,Protardf,19519.66,1400.638333,3,3,16,3,27.125,16.875,6.84,1,1,529.09,30.51863689,383.5,45.55741615,15.30018953,266.3819047,Standard
7233,Protardg,18869.78,1770.481667,9,5,32,6,37.25,20.875,6.27,11,0,1935.65,33.69061882,112.5,56.84102936,34.53306566,279.2101743,Poor
7234,Prustyx,119016.88,9918.073333,8,3,8,0,27.5,10,3.02,4,1,839.78,34.25426947,386.5,0,88.08579329,864.4336787,Standard
7235,Pullellab,146999.24,12110.93667,5,6,10,0,14.5,19,6.53,4.5,2,1148.91,34.21539865,271.5,0,224.0943188,768.623944,Good
7236,Qing Kevinb,53956.32,4514.36,4,6,12,4,17.5,11.625,18.755,0,1,432.92,37.11685374,265.5,158.8455779,68.11602205,357.4277911,Standard
7237,Qing Langig,15985.29,1221.501037,6,10,26,2,29.625,9.5,11.85,14.5,1,1336.47,35.01426701,164.5,91.46401238,37.7525018,286.717422,Poor
7238,Qing Xiaoyig,9648.22,931.0183333,9,5,26,7,48.125,19.5,2.07,11.5,0,2505.92,32.48814076,130.5,52.68936755,18.64496323,252.5609921,Poor
7239,Qing Xiaoyih,71424.57,5743.0475,4,6,1,4,14.375,18.25,9.725,2.5,2,484.43,29.89462803,204.5,230.4557841,106.3280503,371.3708684,Good
7240,Qing Xiaoyiy,37384.4,3190.866667,7,7.5,22,5.5,43.3125,21,7.43,10.125,0,1537.055,31.80036578,247,102.9687534,30.38405045,315.4899485,Poor
7241,Qingh,7567.63,672.6358333,6,5,11,2,18.375,15.625,15.11,4,1,2583.31,30.30476515,83.5,7.340127499,17.28112427,289.8242081,Poor
7242,Qingl,35389.89,2700.1575,4,7,10,2,12.875,15,11.79,2,1,873.71,33.58402887,371.5,45.75135672,20.33973878,334.8537274,Standard
7243,Qingn,19213.81,1812.150833,9,8,28,3,57.625,15.125,17.395,10.75,0,1576.95,30.13876372,214.5,31.70698129,15.52476098,319.6245407,Poor
7244,Qingw,31400.96,2329.746667,8,7,30,7,57,21.5,2.73,12,0,3424.6,32.55607981,59.5,181.1676326,34.88385759,216.5575039,Poor
7245,Qingx,98019.84,7886.32,7,5,6,3,6.125,20.375,5.22,4.625,1,1484.37,30.69640813,253.5,185.2959011,58.7622995,563.2020407,Poor
7246,R ya,22336.27,1736.200167,4,4,6,4,13.25,5.5,8.43,3,2,506.06,31.82520286,348.5,97.24153377,19.56010689,290.7613874,Good
7247,Ra,121453.36,10084.11333,1,6,11,2,8.125,3.375,5.56,2,2,338.28,32.87911623,270.5,142.6044434,111.3383763,796.423775,Poor
7248,Rachel Armstrongf,29750.77,2518.230833,3,7,15,2,20.375,17.875,5.41,3,1,706.22,31.97239788,283.5,43.18330713,17.37175313,346.3388843,Standard
7249,Rachel Armstrongg,49233,3957.75,10,10,21,6,39.125,17,26.73,8,0,4082.37,32.89889794,28.5,227.4483415,55.36724345,264.9138927,Poor
7250,Rachel Leec,28793.49,2669.4575,7,5,17,3,19.625,19.875,9.385,4.875,1,405.99,30.19541477,260.5,69.8882752,38.24838156,333.0584428,Standard
7251,Rachel Wolcotte,17260.57,1347.380833,3,3,18,7,12.875,14.875,12.36,10.375,1,1496.49,30.31650722,199.5,87.87147481,56.44340269,218.0491393,Standard
7252,Rachelh,41507.12,3650.926667,10,10,15,7,27.625,19.5,24.115,11.5,0,4615.79,30.97335582,67.5,183.8068248,59.33573415,284.246657,Standard
7253,Rachelle Younglaia,55324.29,4334.3575,9,5,28,8,60,20.75,26.18,7,0,4270.21,33.6213913,94.5,245.0958918,33.36233625,284.8775452,Standard
7254,Rachelle Younglaic,55829.79,4369.4825,10,10,18,8,29.75,18.5,26.615,11,0,3422.49,31.12094977,128.625,314.9017853,79.93896964,201.4776219,Standard
7255,Rachelle Younglaid,31767.33,2709.2775,5,3,19,0,20.375,17.375,13.84,9,1,969.19,27.51677032,392.5,0,30.02957478,384.257991,Standard
7256,Rachelle Younglaig,17725.57,1691.130833,5,9,20,6,10,17,15.96,11.125,1,2074.18,31.51403858,94.5,83.5784201,32.97548252,252.1873803,Poor
7257,Rachelle Younglaih,42757.81,3556.150833,0,5,3,3,1.25,5.125,2.21,5.25,2,646.98,28.02938882,386.625,102.8095687,60.14387174,270.3363522,Good
7258,Rachelle Younglaik,48345.055,4023.754583,4.125,3.791666667,13.33333333,2.333333333,16.625,8.958333333,9.215,1.833333333,2,700.83,34.65259773,320.8333333,75.45866554,50.9751478,401.621847,Good
7259,Rachelle Younglaio,70481.19,5584.4325,8,5,16,0,26.5,10,7.125,4,1,1087.1,32.43127787,311.5,0,61.5896212,663.9353822,Standard
7260,Rachelle Younglais,61476.93,4940.0775,6,6,22,5,36.625,23.25,7.82,11.5,0,3322.38,30.66150685,98.5,212.556688,66.75401319,319.1831168,Poor
7261,Rachelle Younglaix,129591.32,10667.27667,4,5,2,0,7.375,2.75,3.66,3.625,2,1348.66,34.25488518,386.5,0,124.2075271,884.4911987,Good
7262,Rachelled,74193.7,6275.808333,0,5,5,0,1.875,6.125,3.07,4,2,228.53,36.29363243,366.5,0,68.03857977,565.5439811,Standard
7263,Rachellee,111856.4,9249.035216,2,3,10.5,2.5,8.25,3.625,2.81,3.5,2,506.935,33.6195342,253,185.9222234,106.6833853,519.6996907,Good
7264,Rachellep,31024.77,2415.3975,4,5,8,2,13.875,10.625,9.31,1,2,1348.36,30.87829127,289.5,35.81827976,26.20570059,354.9360696,Good
7265,Rachnae,95534.61,8015.2175,6,4,11,0,27.625,17,4.545,0,1,1273.05,34.79325547,392.625,0,134.4707516,755.0159252,Standard
7266,Rafaeln,35733.38,2807.781667,8,7,20,6,31.75,23.5,27.25,6.75,0,2704.05,30.77393508,37.5,163.7890186,34.25034484,273.9831237,Poor
7267,Rafaelt,35081.49,3047.4575,6,6,16,2,23.125,15.625,6.32,0,1,1025.79,33.12194587,313.5,51.97855084,42.92093207,396.6713181,Good
7268,Raghavanc,14066.87,1272.239167,2,4,1,2,11.375,1.875,7.045,3,2,805.77,32.35321795,386.5,16.22361044,37.80286486,311.6540321,Standard
7269,Rahulm,57786.12,4686.51,6,6,32,6,21.375,19.25,18.69,7,1,1730.05,32.99177612,173.625,271.749031,33.68103456,273.7571457,Poor
7270,Rajagopalank,40127.74,3095.978333,9,5,16,7,26.75,16.5,12.27,7.75,1,2580.92,32.15521265,157.5,226.6997873,46.69481715,165.5505559,Poor
